"NFGOV_GOVTYPE","Government type","NFGOV_ITEM","Item","NFGOV_UNIT","Unit","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"GEC","German Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","DTX_I","Households","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","DTX_I","Households","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","DTX_I","Households","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","DTX_I","Households","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","DTX_I","Households","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2014","2014",23.8,,
"GEC","German Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2015","2015",22.3,,
"GEC","German Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2016","2016",24,,
"GEC","German Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2017","2017",26.9,,
"GEC","German Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2018","2018",29.1,,
"GEC","German Community","INT_R","Received interests","E","Millions of euro","A","Annual","2014","2014",0.1,,
"GEC","German Community","INT_R","Received interests","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","INT_R","Received interests","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","INT_R","Received interests","E","Millions of euro","A","Annual","2017","2017",0.1,,
"GEC","German Community","INT_R","Received interests","E","Millions of euro","A","Annual","2018","2018",0.2,,
"GEC","German Community","OPI","Other property income","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","OPI","Other property income","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","OPI","Other property income","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","OPI","Other property income","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","OPI","Other property income","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2014","2014",3,,
"GEC","German Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2015","2015",1.7,,
"GEC","German Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2016","2016",1.7,,
"GEC","German Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2017","2017",3.5,,
"GEC","German Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2018","2018",3.9,,
"GEC","German Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2014","2014",9.1,,
"GEC","German Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2015","2015",9.9,,
"GEC","German Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2016","2016",11.2,,
"GEC","German Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2017","2017",9.6,,
"GEC","German Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2018","2018",9.8,,
"GEC","German Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2014","2014",6.3,,
"GEC","German Community","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2015","2015",143.3,,
"GEC","German Community","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2016","2016",150.3,,
"GEC","German Community","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2017","2017",154.8,,
"GEC","German Community","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2018","2018",159.8,,
"GEC","German Community","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",213.8,,
"GEC","German Community","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",142,,
"GEC","German Community","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",173.4,,
"GEC","German Community","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",180.2,,
"GEC","German Community","CUT_F","Other current transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",186.4,,
"GEC","German Community","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2015","2015",1.8,,
"GEC","German Community","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","CAT_F","Capital transfers coming from other government","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","TOE","Expenditure","E","Millions of euro","A","Annual","2014","2014",296.4,,
"GEC","German Community","TOE","Expenditure","E","Millions of euro","A","Annual","2015","2015",452.9,,
"GEC","German Community","TOE","Expenditure","E","Millions of euro","A","Annual","2016","2016",388.8,,
"GEC","German Community","TOE","Expenditure","E","Millions of euro","A","Annual","2017","2017",409.7,,
"GEC","German Community","TOE","Expenditure","E","Millions of euro","A","Annual","2018","2018",392.4,,
"GEC","German Community","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2014","2014",249.3,,
"GEC","German Community","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2015","2015",315.6,,
"GEC","German Community","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2016","2016",342.4,,
"GEC","German Community","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2017","2017",364.3,,
"GEC","German Community","1CE","Current expenditure excluding interest charges","E","Millions of euro","A","Annual","2018","2018",378.2,,
"GEC","German Community","COE","Compensation of employees","E","Millions of euro","A","Annual","2014","2014",108.1,,
"GEC","German Community","COE","Compensation of employees","E","Millions of euro","A","Annual","2015","2015",111.3,,
"GEC","German Community","COE","Compensation of employees","E","Millions of euro","A","Annual","2016","2016",117.5,,
"GEC","German Community","COE","Compensation of employees","E","Millions of euro","A","Annual","2017","2017",129,,
"GEC","German Community","COE","Compensation of employees","E","Millions of euro","A","Annual","2018","2018",136.2,,
"GEC","German Community","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2014","2014",22.5,,
"GEC","German Community","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2015","2015",26.2,,
"GEC","German Community","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2016","2016",26.3,,
"GEC","German Community","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2017","2017",31,,
"GEC","German Community","1IC","Intermediate consumption and paid taxes","E","Millions of euro","A","Annual","2018","2018",32.3,,
"GEC","German Community","1SB","Social benefits","E","Millions of euro","A","Annual","2014","2014",29.5,,
"GEC","German Community","1SB","Social benefits","E","Millions of euro","A","Annual","2015","2015",84.6,,
"GEC","German Community","1SB","Social benefits","E","Millions of euro","A","Annual","2016","2016",88,,
"GEC","German Community","1SB","Social benefits","E","Millions of euro","A","Annual","2017","2017",91.5,,
"GEC","German Community","1SB","Social benefits","E","Millions of euro","A","Annual","2018","2018",94.7,,
"GEC","German Community","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2014","2014",29.5,,
"GEC","German Community","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2015","2015",63,,
"GEC","German Community","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2016","2016",65.8,,
"GEC","German Community","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2017","2017",69,,
"GEC","German Community","1SBM","Social benefits in cash","E","Millions of euro","A","Annual","2018","2018",71.8,,
"GEC","German Community","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2015","2015",21.6,,
"GEC","German Community","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2016","2016",22.2,,
"GEC","German Community","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2017","2017",22.5,,
"GEC","German Community","1SBN","Social benefits in kind provided by market producers","E","Millions of euro","A","Annual","2018","2018",22.9,,
"GEC","German Community","CTE","Subsidies","E","Millions of euro","A","Annual","2014","2014",0.9,,
"GEC","German Community","CTE","Subsidies","E","Millions of euro","A","Annual","2015","2015",4.4,,
"GEC","German Community","CTE","Subsidies","E","Millions of euro","A","Annual","2016","2016",17.5,,
"GEC","German Community","CTE","Subsidies","E","Millions of euro","A","Annual","2017","2017",19.4,,
"GEC","German Community","CTE","Subsidies","E","Millions of euro","A","Annual","2018","2018",14.5,,
"GEC","German Community","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2014","2014",0.5,,
"GEC","German Community","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2015","2015",0.6,,
"GEC","German Community","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2016","2016",0.6,,
"GEC","German Community","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2017","2017",0.7,,
"GEC","German Community","1CT","Current transfers to the rest of the world (ROW)","E","Millions of euro","A","Annual","2018","2018",0.8,,
"GEC","German Community","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2014","2014",28.9,,
"GEC","German Community","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2015","2015",29.5,,
"GEC","German Community","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2016","2016",32.3,,
"GEC","German Community","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2017","2017",28,,
"GEC","German Community","1OT_HH","Current transfers to households","E","Millions of euro","A","Annual","2018","2018",30.5,,
"GEC","German Community","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","1OT_CO","Current transfers to companies","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2014","2014",0,,
"GEC","German Community","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2015","2015",0,,
"GEC","German Community","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2016","2016",0,,
"GEC","German Community","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2017","2017",0,,
"GEC","German Community","1FT_T","Current transfers of fiscal receipts to other government","E","Millions of euro","A","Annual","2018","2018",0,,
"GEC","German Community","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2014","2014",58.9,,
"GEC","German Community","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2015","2015",58.9,,
"GEC","German Community","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2016","2016",60.3,,
"GEC","German Community","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2017","2017",64.8,,
"GEC","German Community","1CT_T","Other current transfers to other government","E","Millions of euro","A","Annual","2018","2018",69.1,,
"GEC","German Community","INT_C","Interest charges","E","Millions of euro","A","Annual","2014","2014",-0.2,,
"GEC","German Community","INT_C","Interest charges","E","Millions of euro","A","Annual","2015","2015",1,,
"GEC","German Community","INT_C","Interest charges","E","Millions of euro","A","Annual","2016","2016",6.2,,
"GEC","German Community","INT_C","Interest charges","E","Millions of euro","A","Annual","2017","2017",6.6,,
"GEC","German Community","INT_C","Interest charges","E","Millions of euro","A","Annual","2018","2018",6.4,,
"GEC","German Community","KEX","Capital expenditure","E","Millions of euro","A","Annual","2014","2014",47.3,,
"GEC","German Community","KEX","Capital expenditure","E","Millions of euro","A","Annual","2015","2015",136.2,,
"GEC","German Community","KEX","Capital expenditure","E","Millions of euro","A","Annual","2016","2016",40.2,,
"GEC","German Community","KEX","Capital expenditure","E","Millions of euro","A","Annual","2017","2017",38.8,,
"GEC","German Community","KEX","Capital expenditure","E","Millions of euro","A","Annual","2018","2018",7.8,,
"GEC","German Community","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2014","2014",14.2,,
"GEC","German Community","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2015","2015",102.4,,
"GEC","German Community","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2016","2016",9.1,,
"GEC","German Community","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2017","2017",7.2,,
"GEC","German Community","INV","Gross fixed capital formation","E","Millions of euro","A","Annual","2018","2018",5.1,,
"GEC","German Community","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2014","2014",0.3,,
"GEC","German Community","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2015","2015",0.1,,
"GEC","German Community","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2016","2016",0.6,,
"GEC","German Community","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2017","2017",4.2,,
"GEC","German Community","1CA_A","Other net acquisitions of non-financial assets","E","Millions of euro","A","Annual","2018","2018",0.1,,
"GEC","German Community","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2014","2014",21.5,,
"GEC","German Community","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2015","2015",4.4,,
"GEC","German Community","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2016","2016",19.2,,
"GEC","German Community","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2017","2017",17.2,,
"GEC","German Community","1CA_O","Capital transfers to other sectors","E","Millions of euro","A","Annual","2018","2018",1,,
"GEC","German Community","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2014","2014",11.4,,
"GEC","German Community","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2015","2015",29.3,,
"GEC","German Community","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2016","2016",11.3,,
"GEC","German Community","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2017","2017",10.2,,
"GEC","German Community","1CA_T","Capital transfers to other government","E","Millions of euro","A","Annual","2018","2018",1.6,,
"GEC","German Community","GSV","Gross saving","E","Millions of euro","A","Annual","2014","2014",6.9,,
"GEC","German Community","GSV","Gross saving","E","Millions of euro","A","Annual","2015","2015",2.6,,
"GEC","German Community","GSV","Gross saving","E","Millions of euro","A","Annual","2016","2016",12,,
"GEC","German Community","GSV","Gross saving","E","Millions of euro","A","Annual","2017","2017",4.1,,
"GEC","German Community","GSV","Gross saving","E","Millions of euro","A","Annual","2018","2018",4.7,,
"GEC","German Community","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2014","2014",-40,,
"GEC","German Community","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2015","2015",-132,,
"GEC","German Community","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2016","2016",-28,,
"GEC","German Community","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2017","2017",-35,,
"GEC","German Community","DEF","Net lending (+) or net borrowing (-)","E","Millions of euro","A","Annual","2018","2018",-3,,
"CFR","Commission of the French-speaking Community","TOR","Receipts","E","Millions of euro","A","Annual","2014","2014",408.9,,
"CFR","Commission of the French-speaking Community","TOR","Receipts","E","Millions of euro","A","Annual","2015","2015",466,,
"CFR","Commission of the French-speaking Community","TOR","Receipts","E","Millions of euro","A","Annual","2016","2016",493,,
"CFR","Commission of the French-speaking Community","TOR","Receipts","E","Millions of euro","A","Annual","2017","2017",508.6,,
"CFR","Commission of the French-speaking Community","TOR","Receipts","E","Millions of euro","A","Annual","2018","2018",518.1,,
"CFR","Commission of the French-speaking Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","1FP","Fiscal and parafiscal receipts","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","DTX","Direct taxes","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","DTX_I","Households","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","DTX_I","Households","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","DTX_I","Households","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","DTX_I","Households","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","DTX_I","Households","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","DTX_C","Corporations","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","DTX_O","Other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","ITX","Indirect taxes","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","SCA","Actual social contributions","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","KTX","Taxes on capital","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2014","2014",1.1,,
"CFR","Commission of the French-speaking Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2015","2015",1.3,,
"CFR","Commission of the French-speaking Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2016","2016",1.4,,
"CFR","Commission of the French-speaking Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2017","2017",1.5,,
"CFR","Commission of the French-speaking Community","SCI","Imputed social contributions","E","Millions of euro","A","Annual","2018","2018",1.6,,
"CFR","Commission of the French-speaking Community","INT_R","Received interests","E","Millions of euro","A","Annual","2014","2014",0.1,,
"CFR","Commission of the French-speaking Community","INT_R","Received interests","E","Millions of euro","A","Annual","2015","2015",0.1,,
"CFR","Commission of the French-speaking Community","INT_R","Received interests","E","Millions of euro","A","Annual","2016","2016",0.1,,
"CFR","Commission of the French-speaking Community","INT_R","Received interests","E","Millions of euro","A","Annual","2017","2017",0.1,,
"CFR","Commission of the French-speaking Community","INT_R","Received interests","E","Millions of euro","A","Annual","2018","2018",0.1,,
"CFR","Commission of the French-speaking Community","OPI","Other property income","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","OPI","Other property income","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","OPI","Other property income","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","OPI","Other property income","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","OPI","Other property income","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2014","2014",0.7,,
"CFR","Commission of the French-speaking Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2015","2015",3.9,,
"CFR","Commission of the French-speaking Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2016","2016",15.6,,
"CFR","Commission of the French-speaking Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2017","2017",8.5,,
"CFR","Commission of the French-speaking Community","CUO","Current transfers from other sectors and received subsidies","E","Millions of euro","A","Annual","2018","2018",8.7,,
"CFR","Commission of the French-speaking Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2014","2014",2.6,,
"CFR","Commission of the French-speaking Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2015","2015",3.1,,
"CFR","Commission of the French-speaking Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2016","2016",3.4,,
"CFR","Commission of the French-speaking Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2017","2017",4.3,,
"CFR","Commission of the French-speaking Community","CSG","Current sales of produced goods and services","E","Millions of euro","A","Annual","2018","2018",3.3,,
"CFR","Commission of the French-speaking Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2014","2014",0,,
"CFR","Commission of the French-speaking Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2015","2015",0,,
"CFR","Commission of the French-speaking Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2016","2016",0,,
"CFR","Commission of the French-speaking Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2017","2017",0,,
"CFR","Commission of the French-speaking Community","CAO","Capital transfers from other sectors","E","Millions of euro","A","Annual","2018","2018",0,,
"CFR","Commission of the French-speaking Community","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2014","2014",53.1,,
"CFR","Commission of the French-speaking Community","1FT_F","Current transfers of fiscal receipts coming from other government","E","Millions of euro","A","Annual","2015","2015",61.1,,
